time,tilt_x_1,tilt_x_2,tilt_x_3,tilt_x_4
2025/3/27 0:10,0.3123,-0.444,0.9297,-3.2748
2025/3/27 0:20,0.3108,-0.4426,0.934,-3.2748
2025/3/27 0:30,0.3151,-0.4483,0.9325,-3.2777
2025/3/27 0:40,0.3123,-0.4512,0.934,-3.2762
2025/3/27 0:50,0.3108,-0.444,0.9282,-3.2748
2025/3/27 1:00,0.3123,-0.4512,0.9311,-3.2748
2025/3/27 1:10,0.3123,-0.4412,0.9297,-3.2748
2025/3/27 1:20,0.3123,-0.4426,0.9311,-3.2805
2025/3/27 1:30,0.3137,-0.4469,0.9297,-3.2791
2025/3/27 1:40,0.3123,-0.4498,0.9311,-3.2777
2025/3/27 1:50,0.3108,-0.4426,0.9282,-3.2762
2025/3/27 2:00,0.3108,-0.4483,0.9282,-3.2762
2025/3/27 2:10,0.3151,-0.4426,0.9282,-3.2791
2025/3/27 2:20,0.3123,-0.4426,0.9268,-3.2762
2025/3/27 2:30,0.3123,-0.4512,0.9282,-3.2805
2025/3/27 2:40,0.3151,-0.4483,0.9325,-3.2805
2025/3/27 2:50,0.3108,-0.4512,0.934,-3.2762
2025/3/27 3:00,0.3108,-0.444,0.9368,-3.2848
2025/3/27 3:10,0.3108,-0.4455,0.9311,-3.282
2025/3/27 3:20,0.3108,-0.444,0.9354,-3.2777
2025/3/27 3:30,0.3108,-0.4455,0.9383,-3.2863
2025/3/27 3:40,0.3108,-0.4426,0.9383,-3.2877
2025/3/27 3:50,0.3108,-0.4455,0.9383,-3.2877
2025/3/27 4:00,0.3123,-0.4526,0.9383,-3.282
2025/3/27 4:10,0.3108,-0.4526,0.9383,-3.2791
2025/3/27 4:20,0.3108,-0.444,0.9383,-3.282
2025/3/27 4:30,0.3137,-0.4526,0.9383,-3.2877
2025/3/27 4:40,0.3108,-0.4426,0.9397,-3.282
2025/3/27 4:50,0.3108,-0.4469,0.9426,-3.2863
2025/3/27 5:00,0.3123,-0.4526,0.9426,-3.282
2025/3/27 5:10,0.3108,-0.4483,0.9383,-3.2848
2025/3/27 5:20,0.3108,-0.4512,0.9454,-3.2877
2025/3/27 5:30,0.3108,-0.4426,0.9397,-3.2877
2025/3/27 5:40,0.3108,-0.4526,0.9483,-3.2848
2025/3/27 5:50,0.3094,-0.4483,0.944,-3.2834
2025/3/27 6:00,0.3108,-0.4512,0.9469,-3.282
2025/3/27 6:10,0.3108,-0.4526,0.9454,-3.282
2025/3/27 6:20,0.3094,-0.4526,0.9469,-3.2877
2025/3/27 6:30,0.3137,-0.4526,0.9497,-3.2848
2025/3/27 6:40,0.3108,-0.4526,0.9483,-3.2877
2025/3/27 6:50,0.3108,-0.4526,0.9497,-3.2863
2025/3/27 7:00,0.3123,-0.4526,0.9497,-3.2877
2025/3/27 7:10,0.3094,-0.4526,0.9497,-3.2863
2025/3/27 7:20,0.3094,-0.4526,0.9497,-3.2877
2025/3/27 7:30,0.3123,-0.4526,0.9497,-3.2848
2025/3/27 7:40,0.3123,-0.4526,0.9497,-3.2877
2025/3/27 7:50,0.3065,-0.4526,0.9497,-3.2877
2025/3/27 8:00,0.308,-0.4512,0.9469,-3.2848
2025/3/27 8:10,0.3123,-0.4526,0.9497,-3.2863
2025/3/27 8:20,0.3123,-0.4526,0.9469,-3.2863
2025/3/27 8:30,0.3123,-0.4526,0.9497,-3.2863
2025/3/27 8:40,0.3094,-0.4526,0.9497,-3.2863
2025/3/27 8:50,0.3123,-0.4512,0.9483,-3.2863
2025/3/27 9:00,0.308,-0.4526,0.9497,-3.2863
2025/3/27 9:10,0.3094,-0.4526,0.9497,-3.282
2025/3/27 9:20,0.308,-0.4526,0.9512,-3.2863
2025/3/27 9:30,0.3123,-0.4541,0.9526,-3.2863
2025/3/27 9:40,0.3108,-0.4541,0.9555,-3.2863
2025/3/27 9:50,0.3094,-0.4512,0.9526,-3.2863
2025/3/27 10:00,0.308,-0.4555,0.9569,-3.2863
2025/3/27 10:10,0.308,-0.4512,0.9569,-3.2863
2025/3/27 10:20,0.3108,-0.4526,0.9583,-3.2848
2025/3/27 10:30,0.3123,-0.4498,0.9569,-3.2848
2025/3/27 11:00,0.3108,-0.4498,0.9683,-3.282
2025/3/27 11:10,0.3094,-0.4555,0.9683,-3.2791
2025/3/27 11:20,0.308,-0.4555,0.9669,-3.2791
2025/3/27 11:30,0.3094,-0.4512,0.9726,-3.2834
2025/3/27 11:40,0.3094,-0.4569,0.9726,-3.2863
2025/3/27 11:50,0.308,-0.4569,0.9784,-3.282
2025/3/27 12:00,0.308,-0.4512,0.9769,-3.2863
2025/3/27 12:10,0.3094,-0.4512,0.9784,-3.2863
2025/3/27 12:20,0.308,-0.4555,0.9812,-3.2848
2025/3/27 12:30,0.308,-0.4512,0.9827,-3.2848
2025/3/27 12:40,0.308,-0.4512,0.9827,-3.282
2025/3/27 12:50,0.3065,-0.4569,0.9812,-3.2834
2025/3/27 13:00,0.3094,-0.4526,0.987,-3.2863
2025/3/27 13:10,0.3065,-0.4584,0.9812,-3.2877
2025/3/27 13:20,0.3108,-0.4526,0.9812,-3.2877
2025/3/27 13:30,0.3051,-0.4569,0.9855,-3.2863
2025/3/27 13:40,0.3051,-0.4541,0.9741,-3.2877
2025/3/27 13:50,0.3094,-0.4584,0.9626,-3.2892
2025/3/27 14:00,0.3051,-0.4569,0.9512,-3.2892
2025/3/27 14:10,0.308,-0.4512,0.9454,-3.2892
2025/3/27 14:20,0.3051,-0.4555,0.944,-3.2906
2025/3/27 14:30,0.3037,-0.4555,0.9397,-3.2906
2025/3/27 14:40,0.3022,-0.4483,0.9383,-3.2949
2025/3/27 14:50,0.3051,-0.4541,0.944,-3.2963
2025/3/27 15:00,0.3037,-0.4498,0.9383,-3.2935
2025/3/27 15:10,0.3065,-0.4512,0.9383,-3.2906
2025/3/27 15:20,0.308,-0.4526,0.9368,-3.2906
2025/3/27 15:30,0.3037,-0.4569,0.9325,-3.2906
2025/3/27 15:40,0.3037,-0.4569,0.9297,-3.2978
2025/3/27 15:50,0.308,-0.4569,0.934,-3.2906
2025/3/27 16:00,0.3037,-0.4512,0.9297,-3.2949
2025/3/27 16:10,0.3022,-0.4569,0.9282,-3.2906
2025/3/27 16:20,0.3037,-0.4512,0.9311,-3.2963
2025/3/27 16:30,0.3065,-0.4569,0.9254,-3.2963
2025/3/27 16:40,0.3065,-0.4541,0.9282,-3.2935
2025/3/27 16:50,0.3051,-0.4569,0.9254,-3.2963
2025/3/27 17:00,0.3065,-0.4569,0.9282,-3.2935
2025/3/27 17:10,0.308,-0.4569,0.9297,-3.2963
2025/3/28 9:00,0.3037,-0.4655,1.0228,-3.2978
2025/3/28 9:10,0.3037,-0.4655,1.0242,-3.2978
2025/3/28 9:20,0.3037,-0.4684,1.0242,-3.2978
2025/3/28 9:30,0.3037,-0.467,1.0242,-3.2978
2025/3/28 9:40,0.3051,-0.4641,1.0299,-3.2963
2025/3/28 9:50,0.3051,-0.4612,1.0299,-3.2978
2025/3/28 10:00,0.3037,-0.4698,1.0299,-3.2949
2025/3/28 10:10,0.3037,-0.4684,1.0385,-3.2949
2025/3/28 10:20,0.3037,-0.4684,1.0357,-3.2949
2025/3/28 10:30,0.3051,-0.4684,1.0371,-3.2949
2025/3/28 10:40,0.3051,-0.467,1.0414,-3.2949
2025/3/28 10:50,0.3051,-0.4698,1.0414,-3.2906
2025/3/28 11:00,0.3051,-0.4713,1.0443,-3.2935
2025/3/28 11:10,0.3051,-0.4713,1.0471,-3.292
2025/3/28 11:20,0.3051,-0.4741,1.0457,-3.2863
2025/3/28 11:30,0.3051,-0.4713,1.0471,-3.2935
2025/3/28 11:40,0.3051,-0.4713,1.05,-3.2892
2025/3/28 11:50,0.3051,-0.4756,1.0443,-3.282
2025/3/28 12:00,0.3051,-0.4741,1.0529,-3.282
2025/3/28 12:10,0.3051,-0.4727,1.0543,-3.2863
2025/3/28 12:20,0.3065,-0.4741,1.0529,-3.2863
2025/3/28 12:30,0.3065,-0.4741,1.0572,-3.2834
2025/3/28 12:40,0.3065,-0.4727,1.0572,-3.2848
2025/3/28 12:50,0.3065,-0.4741,1.0543,-3.2892
2025/3/28 13:00,0.3065,-0.4684,1.0615,-3.2906
2025/3/28 13:10,0.3051,-0.4727,1.0615,-3.2848
2025/3/28 13:20,0.3065,-0.4713,1.0643,-3.2906
2025/3/28 13:30,0.3065,-0.4741,1.0643,-3.2848
2025/3/28 13:40,0.3065,-0.4655,1.0658,-3.2848
2025/3/28 13:50,0.308,-0.4741,1.0658,-3.2848
2025/3/28 14:00,0.3094,-0.4713,1.0615,-3.2834
2025/3/28 14:10,0.3065,-0.4713,1.0672,-3.2848
2025/3/28 14:20,0.3051,-0.4741,1.0715,-3.2892
2025/3/28 14:30,0.3094,-0.4641,1.0701,-3.2848
2025/3/28 14:40,0.3008,-0.4698,1.0715,-3.2848
2025/3/28 14:50,0.3037,-0.4756,1.0715,-3.2906
2025/3/28 15:00,0.3037,-0.4655,1.0772,-3.2863
2025/3/28 15:10,0.3065,-0.4684,1.0772,-3.2863
2025/3/28 15:20,0.3051,-0.467,1.0815,-3.2848
2025/3/28 15:30,0.3051,-0.4655,1.0815,-3.2863
2025/3/28 15:40,0.3051,-0.467,1.0858,-3.2863
2025/3/28 15:50,0.308,-0.467,1.093,-3.2863
2025/3/28 16:00,0.3037,-0.4655,1.093,-3.2892
2025/3/28 16:10,0.3065,-0.4655,1.0958,-3.2877
2025/3/28 16:20,0.3065,-0.4598,1.0987,-3.2863
2025/3/28 16:30,0.3065,-0.4641,1.103,-3.2863
2025/3/28 16:40,0.3065,-0.4612,1.103,-3.2863
2025/3/28 16:50,0.3065,-0.4612,1.103,-3.292
2025/3/28 17:00,0.3065,-0.4569,1.1044,-3.292
2025/3/28 17:10,0.3065,-0.4598,1.1116,-3.2877
2025/3/28 17:20,0.3065,-0.4584,1.1116,-3.2906
2025/3/28 17:30,0.3065,-0.4584,1.1188,-3.2877
2025/3/28 17:40,0.3065,-0.4584,1.1173,-3.2906
2025/3/28 17:50,0.3051,-0.4584,1.1159,-3.2892
2025/3/28 18:00,0.3051,-0.4584,1.1159,-3.2877
2025/3/28 18:10,0.3065,-0.4541,1.1173,-3.2935
2025/3/28 18:20,0.3051,-0.4541,1.1159,-3.2877
2025/3/28 18:30,0.3051,-0.4541,1.1188,-3.292
2025/3/28 18:40,0.3094,-0.4541,1.1188,-3.292
2025/3/28 18:50,0.3051,-0.4526,1.1159,-3.2892
2025/3/28 19:00,0.3094,-0.4541,1.1145,-3.2949
2025/3/28 19:10,0.3037,-0.4541,1.1159,-3.2935
2025/3/28 19:20,0.308,-0.4555,1.1102,-3.2892
2025/3/28 19:30,0.3051,-0.4555,1.1116,-3.2935
2025/3/28 19:40,0.3065,-0.4498,1.1059,-3.2906
2025/3/28 19:50,0.3037,-0.4541,1.1059,-3.2935
2025/3/28 20:00,0.3051,-0.4555,1.1059,-3.2949
2025/3/28 20:10,0.3094,-0.4555,1.1059,-3.2949
2025/3/28 20:20,0.308,-0.4555,1.1059,-3.2892
2025/3/28 20:30,0.3094,-0.4555,1.1059,-3.2949
2025/3/28 20:40,0.3108,-0.4555,1.1059,-3.292
2025/3/28 20:50,0.3108,-0.4555,1.1001,-3.2949
2025/3/28 21:00,0.308,-0.4555,1.1001,-3.292
2025/3/28 21:10,0.3108,-0.4555,1.1001,-3.2963
2025/3/28 21:20,0.308,-0.4555,1.1001,-3.2978
2025/3/28 21:30,0.3094,-0.4555,1.0973,-3.3006
2025/3/28 21:40,0.3094,-0.4555,1.0987,-3.2978
2025/3/28 21:50,0.3123,-0.4455,1.0944,-3.2978
2025/3/28 22:00,0.3123,-0.4526,1.0944,-3.2978
2025/3/28 22:10,0.3094,-0.4498,1.0887,-3.2935
2025/3/28 22:20,0.3108,-0.4569,1.0944,-3.2949
2025/3/28 22:30,0.3137,-0.4569,1.0901,-3.292
2025/3/28 22:40,0.3123,-0.4483,1.0887,-3.2963
2025/3/28 22:50,0.3137,-0.4569,1.0887,-3.2992
2025/3/28 23:00,0.3123,-0.4555,1.0887,-3.2963
2025/3/28 23:10,0.3123,-0.4541,1.0873,-3.2963
2025/3/28 23:20,0.3123,-0.4512,1.0844,-3.2949
2025/3/28 23:30,0.3123,-0.4469,1.0873,-3.2949
2025/3/28 23:40,0.3123,-0.4469,1.0858,-3.3021
2025/3/28 23:50,0.3123,-0.4469,1.0815,-3.3021
2025/3/29 0:00,0.3123,-0.4569,1.0787,-3.2978
2025/3/29 0:10,0.3108,-0.4526,1.0801,-3.2992
2025/3/29 0:20,0.3108,-0.4526,1.0801,-3.2978
2025/3/29 0:30,0.3108,-0.4526,1.0801,-3.3035
2025/3/29 0:40,0.3108,-0.4512,1.0787,-3.3035
2025/3/29 0:50,0.3108,-0.4526,1.0744,-3.2992
2025/3/29 1:00,0.3108,-0.4512,1.0801,-3.2992
2025/3/29 1:10,0.3108,-0.4512,1.0787,-3.3049
2025/3/29 1:20,0.3108,-0.4526,1.0758,-3.3049
2025/3/29 1:30,0.3108,-0.4483,1.0772,-3.3035
2025/3/29 1:40,0.3108,-0.4526,1.0744,-3.3035
2025/3/29 1:50,0.3108,-0.4483,1.0744,-3.3049
2025/3/29 2:00,0.3108,-0.4541,1.0744,-3.3049
2025/3/29 2:10,0.3108,-0.4483,1.0744,-3.3049
2025/3/29 2:20,0.3108,-0.4483,1.0744,-3.3049
2025/3/29 2:30,0.3108,-0.4498,1.0744,-3.3006
2025/3/29 2:40,0.3108,-0.4498,1.0744,-3.3049
2025/3/29 2:50,0.3108,-0.4483,1.0744,-3.3049
2025/3/29 3:00,0.3094,-0.4483,1.0744,-3.3049
2025/3/29 3:10,0.3094,-0.4498,1.0729,-3.3049
2025/3/29 3:20,0.3108,-0.4483,1.0744,-3.3049
2025/3/29 3:30,0.3094,-0.4526,1.0744,-3.3049
2025/3/29 3:40,0.3094,-0.4512,1.0744,-3.3049
2025/3/29 3:50,0.3108,-0.4498,1.0686,-3.3064
2025/3/29 4:00,0.3094,-0.4526,1.0744,-3.3049
2025/3/29 4:10,0.3094,-0.4483,1.0729,-3.3049
2025/3/29 4:20,0.3108,-0.4483,1.0729,-3.3049
2025/3/29 4:30,0.3094,-0.4483,1.0715,-3.3049
2025/3/29 4:40,0.3094,-0.4498,1.0686,-3.3078
2025/3/29 4:50,0.3094,-0.4498,1.0686,-3.3064
2025/3/29 5:00,0.3137,-0.4498,1.0629,-3.3049
2025/3/29 5:10,0.3108,-0.4512,1.0686,-3.3049
2025/3/29 5:20,0.3094,-0.4541,1.0629,-3.3049
2025/3/29 5:30,0.3123,-0.4498,1.0629,-3.3021
2025/3/29 5:40,0.3094,-0.4555,1.0629,-3.3049
2025/3/29 5:50,0.3094,-0.4555,1.0629,-3.3049
2025/3/29 6:00,0.3094,-0.4498,1.0629,-3.3064
2025/3/29 6:10,0.3094,-0.4483,1.0629,-3.3064
2025/3/29 6:20,0.3094,-0.4498,1.0615,-3.3064
2025/3/29 6:30,0.3094,-0.4541,1.0629,-3.3064
2025/3/29 6:40,0.3108,-0.4498,1.0629,-3.3049
2025/3/29 6:50,0.3094,-0.4526,1.0629,-3.3049
2025/3/29 7:00,0.3094,-0.4498,1.0629,-3.3107
2025/3/29 7:10,0.3094,-0.4526,1.0629,-3.3092
2025/3/29 7:20,0.3094,-0.4555,1.0615,-3.3064
2025/3/29 7:30,0.3108,-0.4569,1.0615,-3.3092
2025/3/29 7:40,0.3108,-0.4584,1.0586,-3.3064
2025/3/29 7:50,0.3108,-0.4483,1.0586,-3.3078
2025/3/29 8:00,0.3108,-0.4526,1.06,-3.3021
2025/3/29 8:10,0.3123,-0.4584,1.06,-3.3006
2025/3/29 8:20,0.3123,-0.4584,1.0572,-3.3006
2025/3/29 8:30,0.3094,-0.4598,1.0586,-3.3006
2025/3/29 8:40,0.3108,-0.4612,1.0572,-3.3006
2025/3/29 8:50,0.3094,-0.4612,1.0557,-3.3035
2025/3/29 9:00,0.3094,-0.4612,1.0586,-3.3021
2025/3/29 9:10,0.308,-0.4598,1.06,-3.3021
2025/3/29 9:20,0.3108,-0.4584,1.06,-3.3006
2025/3/29 9:30,0.3123,-0.4598,1.0557,-3.3021
2025/3/29 9:40,0.3065,-0.4598,1.0514,-3.2978
2025/3/29 9:50,0.308,-0.4641,1.0543,-3.2992
2025/3/29 10:00,0.3094,-0.4684,1.0529,-3.2949
2025/3/29 10:10,0.3108,-0.4684,1.0529,-3.2892
2025/3/29 10:20,0.308,-0.467,1.0529,-3.2949
2025/3/29 10:30,0.3094,-0.4698,1.0543,-3.2906
2025/3/29 10:40,0.3051,-0.4698,1.0529,-3.2892
2025/3/29 10:50,0.3051,-0.4684,1.05,-3.2892
2025/3/29 11:00,0.3094,-0.4684,1.0514,-3.2935
2025/3/29 11:10,0.3051,-0.4684,1.0486,-3.292
2025/3/29 11:20,0.3051,-0.4655,1.0457,-3.2935
2025/3/29 11:30,0.308,-0.4641,1.0428,-3.2978
2025/3/29 11:40,0.308,-0.4684,1.0443,-3.2963
2025/3/29 11:50,0.3065,-0.4698,1.0428,-3.2978
2025/3/29 12:00,0.308,-0.4698,1.0428,-3.2949
2025/3/29 12:10,0.3065,-0.4698,1.0428,-3.2978
2025/3/29 12:20,0.3065,-0.467,1.0428,-3.2949
2025/3/29 12:30,0.3065,-0.4684,1.0428,-3.2978
2025/3/29 12:40,0.3065,-0.4684,1.0428,-3.2978
2025/3/29 12:50,0.3065,-0.4684,1.0414,-3.2978
2025/3/29 13:00,0.3065,-0.4684,1.0428,-3.2935
2025/3/29 13:10,0.3065,-0.4684,1.0443,-3.2978
2025/3/29 13:20,0.3065,-0.4684,1.0385,-3.2963
2025/3/29 13:30,0.3065,-0.467,1.0414,-3.2963
2025/3/29 13:40,0.308,-0.467,1.0385,-3.292
2025/3/29 13:50,0.308,-0.467,1.0328,-3.292
2025/3/29 14:00,0.3022,-0.4698,1.0385,-3.2949
2025/3/29 14:10,0.3037,-0.4698,1.0371,-3.292
2025/3/29 14:20,0.3051,-0.467,1.0328,-3.2935
2025/3/29 14:30,0.308,-0.4713,1.0371,-3.2935
2025/3/29 14:40,0.308,-0.4684,1.0342,-3.2963
2025/3/29 14:50,0.308,-0.467,1.0357,-3.2949
2025/3/29 15:00,0.3065,-0.467,1.0328,-3.292
2025/3/29 15:10,0.3037,-0.4641,1.0328,-3.2963
2025/3/29 15:20,0.3065,-0.467,1.0328,-3.2906
2025/3/29 15:30,0.3022,-0.4684,1.0357,-3.2963
2025/3/29 15:40,0.3051,-0.4684,1.0328,-3.292
2025/3/29 15:50,0.3065,-0.4684,1.0328,-3.292
2025/3/29 16:00,0.3065,-0.4684,1.0328,-3.2892
2025/3/29 16:10,0.3051,-0.4627,1.0271,-3.2935
2025/3/29 16:20,0.3065,-0.4698,1.0271,-3.2949
2025/3/29 16:30,0.3065,-0.4698,1.0271,-3.2949
2025/3/29 16:40,0.3065,-0.4684,1.0256,-3.2963
2025/3/29 16:50,0.3065,-0.467,1.0256,-3.2935
2025/3/29 17:00,0.3065,-0.467,1.0228,-3.2935
2025/3/29 17:10,0.3065,-0.4584,1.0214,-3.2978
2025/3/29 17:20,0.3065,-0.4584,1.0228,-3.2992
2025/3/29 17:30,0.3051,-0.4598,1.0199,-3.292
2025/3/29 17:40,0.3051,-0.4655,1.0199,-3.2935
2025/3/29 17:50,0.3051,-0.4655,1.0199,-3.2935
2025/3/29 18:00,0.3051,-0.4627,1.0199,-3.2935
2025/3/29 18:10,0.3051,-0.4598,1.0185,-3.2935
2025/3/29 18:20,0.3051,-0.4598,1.0156,-3.2992
2025/3/29 18:30,0.3037,-0.4598,1.0128,-3.2963
2025/3/29 18:40,0.3094,-0.4612,1.0128,-3.292
2025/3/29 18:50,0.3065,-0.4612,1.0128,-3.3006
2025/3/29 19:00,0.3051,-0.4612,1.0128,-3.2992
2025/3/29 19:10,0.3051,-0.4555,1.0128,-3.3006
2025/3/29 19:20,0.308,-0.4555,1.0128,-3.2963
2025/3/29 19:30,0.3065,-0.4612,1.0128,-3.2949
2025/3/29 19:40,0.3108,-0.4612,1.0128,-3.2978
2025/3/29 19:50,0.3094,-0.4555,1.007,-3.2963
2025/3/29 20:00,0.3065,-0.4612,1.0113,-3.3006
2025/3/29 20:10,0.3094,-0.4612,1.0113,-3.2963
2025/3/29 20:20,0.3094,-0.4627,1.0085,-3.3021
2025/3/29 20:30,0.308,-0.4627,1.0085,-3.2963
2025/3/29 20:40,0.308,-0.4569,1.0085,-3.3021
2025/3/29 20:50,0.308,-0.4569,1.0056,-3.3021
2025/3/29 21:00,0.3094,-0.4569,1.0099,-3.3021
2025/3/29 21:10,0.3123,-0.4627,1.0027,-3.3021
2025/3/29 21:20,0.3065,-0.4627,1.0056,-3.3021
2025/3/29 21:30,0.308,-0.4627,1.0056,-3.3021
2025/3/29 21:40,0.308,-0.4612,1.0056,-3.3006
2025/3/29 21:50,0.3108,-0.4627,1.0056,-3.2992
2025/3/29 22:00,0.3123,-0.4598,1.0027,-3.3021
2025/3/29 22:10,0.308,-0.4569,1.0013,-3.3021
2025/3/29 22:20,0.3123,-0.4569,1.0027,-3.3006
2025/3/29 22:30,0.3094,-0.4569,1.0042,-3.3021
2025/3/29 22:40,0.308,-0.4612,0.9999,-3.3021
2025/3/29 22:50,0.3094,-0.4569,0.9999,-3.3021
2025/3/29 23:00,0.3108,-0.4598,0.9999,-3.3021
2025/3/29 23:10,0.3123,-0.4569,0.9999,-3.3021
2025/3/31 14:40,0.3094,-0.4655,0.9325,-3.2834
2025/3/31 14:50,0.3094,-0.4655,0.9354,-3.282
2025/3/31 15:00,0.3137,-0.467,0.934,-3.282
2025/3/31 15:10,0.3123,-0.4655,0.9325,-3.2834
2025/3/31 15:20,0.3094,-0.467,0.9325,-3.2805
2025/3/31 15:30,0.3151,-0.4655,0.9325,-3.2848
2025/3/31 15:40,0.3151,-0.4641,0.9297,-3.2805
2025/3/31 15:50,0.3166,-0.4627,0.9325,-3.2863
2025/3/31 16:00,0.318,-0.4612,0.9325,-3.2805
2025/3/31 16:10,0.3194,-0.4655,0.9297,-3.282
2025/3/31 16:20,0.3166,-0.4641,0.9282,-3.2805
2025/3/31 16:30,0.3209,-0.4612,0.9282,-3.282
2025/3/31 16:40,0.3151,-0.467,0.9282,-3.2834
2025/3/31 16:50,0.3151,-0.4684,0.9254,-3.282
2025/3/31 17:00,0.3166,-0.4684,0.9254,-3.282
2025/3/31 17:10,0.3166,-0.4698,0.9268,-3.2848
2025/3/31 17:20,0.3108,-0.4641,0.9211,-3.2848
2025/3/31 17:30,0.3094,-0.4641,0.9211,-3.282
2025/3/31 17:40,0.3065,-0.4655,0.9211,-3.282
2025/3/31 17:50,0.3094,-0.4684,0.9211,-3.2892
2025/3/31 18:00,0.308,-0.4684,0.9211,-3.2848
2025/3/31 18:10,0.3094,-0.4641,0.9211,-3.2834
2025/3/31 18:20,0.3094,-0.4641,0.9196,-3.2892
2025/3/31 18:30,0.308,-0.4641,0.9196,-3.2892
2025/3/31 18:40,0.3094,-0.4655,0.9196,-3.292
2025/3/31 18:50,0.3108,-0.4655,0.9196,-3.2906
2025/3/31 19:00,0.3051,-0.4655,0.9182,-3.2949
2025/3/31 19:10,0.3094,-0.467,0.9211,-3.2906
2025/3/31 19:20,0.3065,-0.4627,0.9182,-3.2906
2025/3/31 19:30,0.3094,-0.4627,0.9182,-3.2892
2025/3/31 19:40,0.3094,-0.4584,0.9196,-3.2963
2025/3/31 19:50,0.308,-0.4655,0.9168,-3.292
2025/3/31 20:00,0.308,-0.4584,0.9196,-3.2963
2025/3/31 20:10,0.308,-0.4627,0.9168,-3.292
2025/3/31 20:20,0.308,-0.4569,0.9168,-3.2963
2025/3/31 20:30,0.308,-0.4627,0.9168,-3.2978
2025/3/31 20:40,0.3094,-0.4612,0.9168,-3.2978
2025/3/31 20:50,0.3065,-0.4584,0.9182,-3.2978
2025/3/31 21:00,0.308,-0.4627,0.9168,-3.2978
2025/3/31 21:10,0.3108,-0.4584,0.9168,-3.2978
2025/3/31 21:20,0.3065,-0.4569,0.9168,-3.2978
2025/3/31 21:30,0.308,-0.4598,0.9153,-3.2978
2025/3/31 21:40,0.308,-0.4584,0.9153,-3.2978
2025/3/31 21:50,0.3094,-0.4584,0.9153,-3.2992
2025/3/31 22:00,0.3094,-0.4627,0.9153,-3.2992
2025/3/31 22:10,0.3065,-0.4584,0.9153,-3.2992
2025/3/31 22:20,0.3051,-0.4584,0.9153,-3.2992
2025/3/31 22:30,0.308,-0.4612,0.9153,-3.3049
2025/3/31 22:40,0.3108,-0.4555,0.9153,-3.2992
2025/3/31 22:50,0.3094,-0.4598,0.9139,-3.2992
2025/3/31 23:00,0.3094,-0.4584,0.9139,-3.3049
2025/3/31 23:10,0.3108,-0.4627,0.9153,-3.3006
2025/3/31 23:20,0.3065,-0.4612,0.9153,-3.3006
2025/3/31 23:30,0.308,-0.4627,0.9153,-3.3049
2025/3/31 23:40,0.3108,-0.4555,0.9153,-3.3049
2025/3/31 23:50,0.3094,-0.4598,0.9153,-3.3049
2025/4/1 0:00,0.308,-0.4598,0.9125,-3.3049
2025/4/1 0:10,0.3065,-0.4598,0.9139,-3.3049
